"id","title_original","title_cn","category","subcategory","subject","education_level","language","region","ai_tool_or_method","summary_cn","teaching_goal_cn","implementation_cn","outcomes_cn","limitations_cn","workflow_cn","source_type","credibility","source_url","canonical_url","published_date","accessed_date","last_verified_date","link_status","http_status","redirect_url","quality_score","quality_label"
"case-190","Measuring the impact of AI on teaching and learning","Measuring the impact of AI on teaching and learning","AI for Teaching & Assessment","Assessment / Feedback","写作","小学","英文","全球","Coding Assistant","自动收录：Two new studies in Sierra Leone and Italy demonstrate how Gemini is improving learning outcomes. Breadcrumb Products & Platforms Products L…。原文包含 AI 教育、课堂实践、教师工作流或学生学习任务相关信息，可打开来源进一步查看。","围绕写作设计一个可观察、可检查的 AI 辅助学习任务。","1. 用真实问题导入；2. 教师示范提示、生成或反馈；3. 学生完成任务并记录AI对话；4. 核查事实与偏差；5. 修改作品并反思。\n【产出】学习作品、AI使用记录和简短反思。\n【评价】看任务完成度、证据质量、修改过程、AI透明度和反思深度。\n【注意】使用前请结合本校AI政策、学生年龄和资料私隐要求调整。","来源页面未提供可核实的学习成效数据；使用时应自行收集学生作品、过程记录或评价结果。","需结合学生年龄、课程目标、本校 AI 政策、资料私隐和工具可用性调整，不应把 AI 输出直接视为正确答案。","【案例】Measuring the impact of AI on teaching and learning\n【适用】小学；方向：Assessment / Feedback\n【目标】用Coding Assistant完成一个可检查的学习任务，并让学习者说明AI帮助和人工判断。\n【流程】1. 用真实问题导入；2. 教师示范提示、生成或反馈；3. 学生完成任务并记录AI对话；4. 核查事实与偏差；5. 修改作品并反思。\n【产出】一份教师审阅后的教案、反馈表、评价量规或分层材料。","学校案例","官方/学校","https://blog.google/products-and-platforms/products/education/measuring-the-impact-of-ai-on-teaching-and-learning/","https://blog.google/products-and-platforms/products/education/measuring-the-impact-of-ai-on-teaching-and-learning","2026-05-19","2026-07-08","2026-09-10","ok","200","","64","基本可用"
"case-191","Start learning with Google’s new AI Educator Series.","Start learning with Google’s new AI Educator Series.","AI for Teaching & Assessment","Teacher Workflow","教师专业发展","大学","英文","全球","Generative AI","自动收录：Free AI literacy training is available to all 6 million K-12 and higher education teachers across the U.S. Breadcrumb Products & Platforms …。原文包含 AI 教育、课堂实践、教师工作流或学生学习任务相关信息，可打开来源进一步查看。","围绕教师专业发展设计一个可观察、可检查的 AI 辅助学习任务。","1. 用真实问题导入；2. 教师示范提示、生成或反馈；3. 学生完成任务并记录AI对话；4. 核查事实与偏差；5. 修改作品并反思。\n【产出】学习作品、AI使用记录和简短反思。\n【评价】看任务完成度、证据质量、修改过程、AI透明度和反思深度。\n【注意】使用前请结合本校AI政策、学生年龄和资料私隐要求调整。","来源页面未提供可核实的学习成效数据；使用时应自行收集学生作品、过程记录或评价结果。","需结合学生年龄、课程目标、本校 AI 政策、资料私隐和工具可用性调整，不应把 AI 输出直接视为正确答案。","【案例】Start learning with Google’s new AI Educator Series.\n【适用】大学；方向：Teacher Workflow\n【目标】用Generative AI完成一个可检查的学习任务，并让学习者说明AI帮助和人工判断。\n【流程】1. 用真实问题导入；2. 教师示范提示、生成或反馈；3. 学生完成任务并记录AI对话；4. 核查事实与偏差；5. 修改作品并反思。\n【产出】一份教师审阅后的教案、反馈表、评价量规或分层材料。","学校案例","官方/学校","https://blog.google/products-and-platforms/products/education/ai-educator-series/","https://blog.google/products-and-platforms/products/education/ai-educator-series","2026-05-13","2026-07-08","2026-09-10","ok","200","","65","基本可用"
"case-192","AI in education is changing fast: New Microsoft 365 Education experiences put learning first","AI in education is changing fast: New Microsoft 365 Education experiences put learning first","AI for Teaching & Assessment","Assessment / Feedback","写作","大学","英文","英国","Writing Feedback","自动收录：92% of students and education leaders, and 88% of educators, have already used AI for school-related purposes. 1 While AI use in schools is…。原文包含 AI 教育、课堂实践、教师工作流或学生学习任务相关信息，可打开来源进一步查看。","围绕写作设计一个可观察、可检查的 AI 辅助学习任务。","1. 用真实问题导入；2. 教师示范提示、生成或反馈；3. 学生完成任务并记录AI对话；4. 核查事实与偏差；5. 修改作品并反思。\n【产出】学习作品、AI使用记录和简短反思。\n【评价】看任务完成度、证据质量、修改过程、AI透明度和反思深度。\n【注意】使用前请结合本校AI政策、学生年龄和资料私隐要求调整。","来源页面未提供可核实的学习成效数据；使用时应自行收集学生作品、过程记录或评价结果。","需结合学生年龄、课程目标、本校 AI 政策、资料私隐和工具可用性调整，不应把 AI 输出直接视为正确答案。","【案例】AI in education is changing fast: New Microsoft 365 Education experiences put learning first\n【适用】大学；方向：Assessment / Feedback\n【目标】用Writing Feedback完成一个可检查的学习任务，并让学习者说明AI帮助和人工判断。\n【流程】1. 用真实问题导入；2. 教师示范提示、生成或反馈；3. 学生完成任务并记录AI对话；4. 核查事实与偏差；5. 修改作品并反思。\n【产出】一份教师审阅后的教案、反馈表、评价量规或分层材料。","学校案例","官方/学校","https://www.microsoft.com/en-us/education/blog/2026/06/ai-in-education-is-changing-fast-new-microsoft-365-education-experiences-put-learning-first/","https://microsoft.com/en-us/education/blog/2026/06/ai-in-education-is-changing-fast-new-microsoft-365-education-experiences-put-learning-first","2026-06-24","2026-07-08","2026-09-11","ok","206","","66","基本可用"
"case-193","AI for Education","AI for Education","AI+Humanities","Language","Language","教师教育","英文","美国","Generative AI","自动收录：Title : AI For Education Subject : Artificial Intelligence in Education Type : AI Education and Guidance URL : https://www.aiforeducation.i…。原文包含 AI 教育、课堂实践、教师工作流或学生学习任务相关信息，可打开来源进一步查看。","围绕Language设计一个可观察、可检查的 AI 辅助学习任务。","1. 用真实问题导入；2. 教师示范提示、生成或反馈；3. 学生完成任务并记录AI对话；4. 核查事实与偏差；5. 修改作品并反思。\n【产出】学习作品、AI使用记录和简短反思。\n【评价】看任务完成度、证据质量、修改过程、AI透明度和反思深度。\n【注意】使用前请结合本校AI政策、学生年龄和资料私隐要求调整。","来源页面未提供可核实的学习成效数据；使用时应自行收集学生作品、过程记录或评价结果。","需结合学生年龄、课程目标、本校 AI 政策、资料私隐和工具可用性调整，不应把 AI 输出直接视为正确答案。","【案例】AI for Education\n【适用】教师教育；方向：Language\n【目标】用Generative AI完成一个可检查的学习任务，并让学习者说明AI帮助和人工判断。\n【流程】1. 用真实问题导入；2. 教师示范提示、生成或反馈；3. 学生完成任务并记录AI对话；4. 核查事实与偏差；5. 修改作品并反思。\n【产出】一份带有来源证据、修改记录和 AI 使用说明的阅读、写作或人文作品。","课程资源","官方/学校","https://ai4k12.org/ai-for-education/","https://ai4k12.org/ai-for-education","2025-11-20","2026-07-08","2026-09-09","ok","200","","63","基本可用"
"case-194","Gridworld Reinforcement Learning","Gridworld Reinforcement Learning","AI+STEM","Science","Science","教师教育","英文","美国","Image Generation","自动收录：Imaginary AI URL: https://imaginary.github.io/reinforcement-learning-2/exhibit.html?lang=en TD learning with intermediate rewards/punishmen…。原文包含 AI 教育、课堂实践、教师工作流或学生学习任务相关信息，可打开来源进一步查看。","围绕Science设计一个可观察、可检查的 AI 辅助学习任务。","1. 用真实问题导入；2. 教师示范提示、生成或反馈；3. 学生完成任务并记录AI对话；4. 核查事实与偏差；5. 修改作品并反思。\n【产出】学习作品、AI使用记录和简短反思。\n【评价】看任务完成度、证据质量、修改过程、AI透明度和反思深度。\n【注意】使用前请结合本校AI政策、学生年龄和资料私隐要求调整。","来源页面未提供可核实的学习成效数据；使用时应自行收集学生作品、过程记录或评价结果。","需结合学生年龄、课程目标、本校 AI 政策、资料私隐和工具可用性调整，不应把 AI 输出直接视为正确答案。","【案例】Gridworld Reinforcement Learning\n【适用】教师教育；方向：Science\n【目标】用Image Generation完成一个可检查的学习任务，并让学习者说明AI帮助和人工判断。\n【流程】1. 用真实问题导入；2. 教师示范提示、生成或反馈；3. 学生完成任务并记录AI对话；4. 核查事实与偏差；5. 修改作品并反思。\n【产出】一份科学解释、数据或实验记录，以及对 AI 建议的核查说明。","课程资源","官方/学校","https://ai4k12.org/gridworld-reinforcement-learning/","https://ai4k12.org/gridworld-reinforcement-learning","2025-09-24","2026-07-08","2026-09-10","ok","200","","63","基本可用"
"case-195","The Learner’s Apprentice: AI and the Amplification of Human Creativity","The Learner’s Apprentice: AI and the Amplification of Human Creativity","AI for Teaching & Assessment","Teacher Workflow","教师专业发展","小学","英文","美国","Chatbot","自动收录：Title: The Learner’s Apprentice: AI and the Amplification of Human Creativity Author: Ken Kahn (Author), Gary S. Stager (Foreword) URL: Fin…。原文包含 AI 教育、课堂实践、教师工作流或学生学习任务相关信息，可打开来源进一步查看。","围绕教师专业发展设计一个可观察、可检查的 AI 辅助学习任务。","1. 用真实问题导入；2. 教师示范提示、生成或反馈；3. 学生完成任务并记录AI对话；4. 核查事实与偏差；5. 修改作品并反思。\n【产出】学习作品、AI使用记录和简短反思。\n【评价】看任务完成度、证据质量、修改过程、AI透明度和反思深度。\n【注意】使用前请结合本校AI政策、学生年龄和资料私隐要求调整。","来源页面未提供可核实的学习成效数据；使用时应自行收集学生作品、过程记录或评价结果。","需结合学生年龄、课程目标、本校 AI 政策、资料私隐和工具可用性调整，不应把 AI 输出直接视为正确答案。","【案例】The Learner’s Apprentice: AI and the Amplification of Human Creativity\n【适用】小学；方向：Teacher Workflow\n【目标】用Chatbot完成一个可检查的学习任务，并让学习者说明AI帮助和人工判断。\n【流程】1. 用真实问题导入；2. 教师示范提示、生成或反馈；3. 学生完成任务并记录AI对话；4. 核查事实与偏差；5. 修改作品并反思。\n【产出】一份教师审阅后的教案、反馈表、评价量规或分层材料。","课程资源","官方/学校","https://ai4k12.org/the-learners-apprentice-ai-and-the-amplification-of-human-creativity/","https://ai4k12.org/the-learners-apprentice-ai-and-the-amplification-of-human-creativity","2025-03-07","2026-07-08","2026-09-10","ok","200","","65","基本可用"
"case-196","The Rise of AI","The Rise of AI","AI+STEM","Science","Science","中学","英文","美国","Image Generation","自动收录：Title : The Rise of AI Subject : History of machine learning Type : YouTube video Duration : 51 minutes Year : 2018 Level : high school and…。原文包含 AI 教育、课堂实践、教师工作流或学生学习任务相关信息，可打开来源进一步查看。","围绕Science设计一个可观察、可检查的 AI 辅助学习任务。","1. 用真实问题导入；2. 教师示范提示、生成或反馈；3. 学生完成任务并记录AI对话；4. 核查事实与偏差；5. 修改作品并反思。\n【产出】学习作品、AI使用记录和简短反思。\n【评价】看任务完成度、证据质量、修改过程、AI透明度和反思深度。\n【注意】使用前请结合本校AI政策、学生年龄和资料私隐要求调整。","来源页面未提供可核实的学习成效数据；使用时应自行收集学生作品、过程记录或评价结果。","需结合学生年龄、课程目标、本校 AI 政策、资料私隐和工具可用性调整，不应把 AI 输出直接视为正确答案。","【案例】The Rise of AI\n【适用】中学；方向：Science\n【目标】用Image Generation完成一个可检查的学习任务，并让学习者说明AI帮助和人工判断。\n【流程】1. 用真实问题导入；2. 教师示范提示、生成或反馈；3. 学生完成任务并记录AI对话；4. 核查事实与偏差；5. 修改作品并反思。\n【产出】一份科学解释、数据或实验记录，以及对 AI 建议的核查说明。","课程资源","官方/学校","https://ai4k12.org/the-rise-of-ai/","https://ai4k12.org/the-rise-of-ai","2025-02-27","2026-07-08","2026-09-10","ok","200","","62","基本可用"
"case-197","The Power and Limits of Artificial Intelligence","The Power and Limits of Artificial Intelligence","AI+STEM","Engineering / Robotics","机器人","初中","英文","美国","Image Generation","自动收录：Title : The Power and Limits of Artificial Intelligence Subject area : General AI Type : Video at Wired.com Duration : 41 minutes Director …。原文包含 AI 教育、课堂实践、教师工作流或学生学习任务相关信息，可打开来源进一步查看。","围绕机器人设计一个可观察、可检查的 AI 辅助学习任务。","1. 用真实问题导入；2. 教师示范提示、生成或反馈；3. 学生完成任务并记录AI对话；4. 核查事实与偏差；5. 修改作品并反思。\n【产出】学习作品、AI使用记录和简短反思。\n【评价】看任务完成度、证据质量、修改过程、AI透明度和反思深度。\n【注意】使用前请结合本校AI政策、学生年龄和资料私隐要求调整。","来源页面未提供可核实的学习成效数据；使用时应自行收集学生作品、过程记录或评价结果。","需结合学生年龄、课程目标、本校 AI 政策、资料私隐和工具可用性调整，不应把 AI 输出直接视为正确答案。","【案例】The Power and Limits of Artificial Intelligence\n【适用】初中；方向：Engineering / Robotics\n【目标】用Image Generation完成一个可检查的学习任务，并让学习者说明AI帮助和人工判断。\n【流程】1. 用真实问题导入；2. 教师示范提示、生成或反馈；3. 学生完成任务并记录AI对话；4. 核查事实与偏差；5. 修改作品并反思。\n【产出】一个 STEM 探究原型、过程记录和基于证据的反思。","课程资源","官方/学校","https://ai4k12.org/the-power-and-limits-of-artificial-intelligence/","https://ai4k12.org/the-power-and-limits-of-artificial-intelligence","2025-02-27","2026-07-08","2026-09-10","ok","200","","64","基本可用"
"case-198","Where Does AI Literacy Fit?","Where Does AI Literacy Fit?","AI for Teaching & Assessment","Teacher Workflow","写作","中学","英文","美国","Chatbot","自动收录：A common struggle we hear from school and district leaders is finding a spot for student AI literacy. Schedules are packed, curricula are s…。原文包含 AI 教育、课堂实践、教师工作流或学生学习任务相关信息，可打开来源进一步查看。","围绕写作设计一个可观察、可检查的 AI 辅助学习任务。","1. 用真实问题导入；2. 教师示范提示、生成或反馈；3. 学生完成任务并记录AI对话；4. 核查事实与偏差；5. 修改作品并反思。\n【产出】学习作品、AI使用记录和简短反思。\n【评价】看任务完成度、证据质量、修改过程、AI透明度和反思深度。\n【注意】使用前请结合本校AI政策、学生年龄和资料私隐要求调整。","来源页面未提供可核实的学习成效数据；使用时应自行收集学生作品、过程记录或评价结果。","需结合学生年龄、课程目标、本校 AI 政策、资料私隐和工具可用性调整，不应把 AI 输出直接视为正确答案。","【案例】Where Does AI Literacy Fit?\n【适用】中学；方向：Teacher Workflow\n【目标】用Chatbot完成一个可检查的学习任务，并让学习者说明AI帮助和人工判断。\n【流程】1. 用真实问题导入；2. 教师示范提示、生成或反馈；3. 学生完成任务并记录AI对话；4. 核查事实与偏差；5. 修改作品并反思。\n【产出】一份教师审阅后的教案、反馈表、评价量规或分层材料。","教师实践","教师实践","https://www.aiforeducation.io/blog/where-does-ai-literacy-fit","https://aiforeducation.io/blog/where-does-ai-literacy-fit","2026-05-27","2026-07-08","2026-09-10","ok","206","","59","基本可用"
"case-199","NYC Delays School AI Guidance After Backlash","NYC Delays School AI Guidance After Backlash","AI for Teaching & Assessment","Assessment / Feedback","评估","大学","英文","美国","Chatbot","自动收录：This article was originally published in Chalkbeat. New York City education officials are hitting pause on releasing comprehensive artifici…。原文包含 AI 教育、课堂实践、教师工作流或学生学习任务相关信息，可打开来源进一步查看。","围绕评估设计一个可观察、可检查的 AI 辅助学习任务。","1. 用真实问题导入；2. 教师示范提示、生成或反馈；3. 学生完成任务并记录AI对话；4. 核查事实与偏差；5. 修改作品并反思。\n【产出】学习作品、AI使用记录和简短反思。\n【评价】看任务完成度、证据质量、修改过程、AI透明度和反思深度。\n【注意】使用前请结合本校AI政策、学生年龄和资料私隐要求调整。","来源页面未提供可核实的学习成效数据；使用时应自行收集学生作品、过程记录或评价结果。","需结合学生年龄、课程目标、本校 AI 政策、资料私隐和工具可用性调整，不应把 AI 输出直接视为正确答案。","【案例】NYC Delays School AI Guidance After Backlash\n【适用】大学；方向：Assessment / Feedback\n【目标】用Chatbot完成一个可检查的学习任务，并让学习者说明AI帮助和人工判断。\n【流程】1. 用真实问题导入；2. 教师示范提示、生成或反馈；3. 学生完成任务并记录AI对话；4. 核查事实与偏差；5. 修改作品并反思。\n【产出】一份教师审阅后的教案、反馈表、评价量规或分层材料。","媒体报道","媒体报道","https://www.the74million.org/article/nyc-delays-school-ai-guidance-after-backlash/","https://the74million.org/article/nyc-delays-school-ai-guidance-after-backlash","2026-06-29","2026-07-08","2026-09-09","ok","200","","57","基本可用"
"case-200","Opinion: In the Age of AI, Everyone Should Be Hiring Theater Kids","Opinion: In the Age of AI, Everyone Should Be Hiring Theater Kids","AI for Teaching & Assessment","Assessment / Feedback","阅读","中学","英文","美国","Writing Feedback","自动收录：This spring, an estimated 3.9 million high school students — one of the largest classes in American history — graduated into a world their …。原文包含 AI 教育、课堂实践、教师工作流或学生学习任务相关信息，可打开来源进一步查看。","围绕阅读设计一个可观察、可检查的 AI 辅助学习任务。","1. 用真实问题导入；2. 教师示范提示、生成或反馈；3. 学生完成任务并记录AI对话；4. 核查事实与偏差；5. 修改作品并反思。\n【产出】学习作品、AI使用记录和简短反思。\n【评价】看任务完成度、证据质量、修改过程、AI透明度和反思深度。\n【注意】使用前请结合本校AI政策、学生年龄和资料私隐要求调整。","来源页面未提供可核实的学习成效数据；使用时应自行收集学生作品、过程记录或评价结果。","需结合学生年龄、课程目标、本校 AI 政策、资料私隐和工具可用性调整，不应把 AI 输出直接视为正确答案。","【案例】Opinion: In the Age of AI, Everyone Should Be Hiring Theater Kids\n【适用】中学；方向：Assessment / Feedback\n【目标】用Writing Feedback完成一个可检查的学习任务，并让学习者说明AI帮助和人工判断。\n【流程】1. 用真实问题导入；2. 教师示范提示、生成或反馈；3. 学生完成任务并记录AI对话；4. 核查事实与偏差；5. 修改作品并反思。\n【产出】一份教师审阅后的教案、反馈表、评价量规或分层材料。","媒体报道","媒体报道","https://www.the74million.org/article/in-the-age-of-ai-everyone-should-be-hiring-theater-kids/","https://the74million.org/article/in-the-age-of-ai-everyone-should-be-hiring-theater-kids","2026-06-28","2026-07-08","2026-09-09","ok","200","","59","基本可用"
"case-201","Reed Hastings on What It Will Take for AI to Be Different From Other Ed Tech","Reed Hastings on What It Will Take for AI to Be Different From Other Ed Tech","AI for Teaching & Assessment","Assessment / Feedback","阅读","中学","英文","美国","Chatbot","自动收录：Class Disrupted is an education podcast featuring author Michael Horn and Futre’s Diane Tavenner in conversation with educators, school lea…。原文包含 AI 教育、课堂实践、教师工作流或学生学习任务相关信息，可打开来源进一步查看。","围绕阅读设计一个可观察、可检查的 AI 辅助学习任务。","1. 用真实问题导入；2. 教师示范提示、生成或反馈；3. 学生完成任务并记录AI对话；4. 核查事实与偏差；5. 修改作品并反思。\n【产出】学习作品、AI使用记录和简短反思。\n【评价】看任务完成度、证据质量、修改过程、AI透明度和反思深度。\n【注意】使用前请结合本校AI政策、学生年龄和资料私隐要求调整。","来源页面未提供可核实的学习成效数据；使用时应自行收集学生作品、过程记录或评价结果。","需结合学生年龄、课程目标、本校 AI 政策、资料私隐和工具可用性调整，不应把 AI 输出直接视为正确答案。","【案例】Reed Hastings on What It Will Take for AI to Be Different From Other Ed Tech\n【适用】中学；方向：Assessment / Feedback\n【目标】用Chatbot完成一个可检查的学习任务，并让学习者说明AI帮助和人工判断。\n【流程】1. 用真实问题导入；2. 教师示范提示、生成或反馈；3. 学生完成任务并记录AI对话；4. 核查事实与偏差；5. 修改作品并反思。\n【产出】一份教师审阅后的教案、反馈表、评价量规或分层材料。","媒体报道","媒体报道","https://www.the74million.org/article/reed-hastings-on-what-it-will-take-for-ai-to-be-different-from-other-edtech/","https://the74million.org/article/reed-hastings-on-what-it-will-take-for-ai-to-be-different-from-other-edtech","2026-06-25","2026-07-08","2026-09-09","ok","200","","60","基本可用"
"case-202","More Than Half of Georgia Teachers Now Use Artificial Intelligence to Prepare for Class","More Than Half of Georgia Teachers Now Use Artificial Intelligence to Prepare for Class","AI for Teaching & Assessment","Assessment / Feedback","写作","小学","英文","美国","Chatbot","自动收录：This article was originally published in The Georgia Recorder. Has your kid ever used artificial intelligence to answer homework questions …。原文包含 AI 教育、课堂实践、教师工作流或学生学习任务相关信息，可打开来源进一步查看。","围绕写作设计一个可观察、可检查的 AI 辅助学习任务。","1. 用真实问题导入；2. 教师示范提示、生成或反馈；3. 学生完成任务并记录AI对话；4. 核查事实与偏差；5. 修改作品并反思。\n【产出】学习作品、AI使用记录和简短反思。\n【评价】看任务完成度、证据质量、修改过程、AI透明度和反思深度。\n【注意】使用前请结合本校AI政策、学生年龄和资料私隐要求调整。","来源页面未提供可核实的学习成效数据；使用时应自行收集学生作品、过程记录或评价结果。","需结合学生年龄、课程目标、本校 AI 政策、资料私隐和工具可用性调整，不应把 AI 输出直接视为正确答案。","【案例】More Than Half of Georgia Teachers Now Use Artificial Intelligence to Prepare for Class\n【适用】小学；方向：Assessment / Feedback\n【目标】用Chatbot完成一个可检查的学习任务，并让学习者说明AI帮助和人工判断。\n【流程】1. 用真实问题导入；2. 教师示范提示、生成或反馈；3. 学生完成任务并记录AI对话；4. 核查事实与偏差；5. 修改作品并反思。\n【产出】一份教师审阅后的教案、反馈表、评价量规或分层材料。","媒体报道","媒体报道","https://www.the74million.org/article/more-than-half-of-georgia-teachers-now-use-artificial-intelligence-to-prepare-for-class/","https://the74million.org/article/more-than-half-of-georgia-teachers-now-use-artificial-intelligence-to-prepare-for-class","2026-06-30","2026-07-08","2026-09-09","ok","200","","60","基本可用"
"case-203","Opinion: As AI Advances, Student Voice Must Keep Pace","Opinion: As AI Advances, Student Voice Must Keep Pace","AI for Teaching & Assessment","Teacher Workflow","写作","初中","英文","美国","Image Generation","自动收录：As I climbed the steps to the stage on the morning of my junior high graduation, I felt my heart racing. Just a few feet away stood a micro…。原文包含 AI 教育、课堂实践、教师工作流或学生学习任务相关信息，可打开来源进一步查看。","围绕写作设计一个可观察、可检查的 AI 辅助学习任务。","1. 用真实问题导入；2. 教师示范提示、生成或反馈；3. 学生完成任务并记录AI对话；4. 核查事实与偏差；5. 修改作品并反思。\n【产出】学习作品、AI使用记录和简短反思。\n【评价】看任务完成度、证据质量、修改过程、AI透明度和反思深度。\n【注意】使用前请结合本校AI政策、学生年龄和资料私隐要求调整。","来源页面未提供可核实的学习成效数据；使用时应自行收集学生作品、过程记录或评价结果。","需结合学生年龄、课程目标、本校 AI 政策、资料私隐和工具可用性调整，不应把 AI 输出直接视为正确答案。","【案例】Opinion: As AI Advances, Student Voice Must Keep Pace\n【适用】初中；方向：Teacher Workflow\n【目标】用Image Generation完成一个可检查的学习任务，并让学习者说明AI帮助和人工判断。\n【流程】1. 用真实问题导入；2. 教师示范提示、生成或反馈；3. 学生完成任务并记录AI对话；4. 核查事实与偏差；5. 修改作品并反思。\n【产出】一份教师审阅后的教案、反馈表、评价量规或分层材料。","媒体报道","媒体报道","https://www.the74million.org/article/as-ai-advances-student-voice-must-keep-pace/","https://the74million.org/article/as-ai-advances-student-voice-must-keep-pace","2026-06-30","2026-07-08","2026-09-09","ok","200","","58","基本可用"
"case-204","My students need real connection, not AI feedback","My students need real connection, not AI feedback","AI for Teaching & Assessment","Assessment / Feedback","评估","中学","英文","美国","Chatbot","自动收录：Key points: We should use AI in ways that strengthen instruction without weakening connections between teachers and students In Illinois, c…。原文包含 AI 教育、课堂实践、教师工作流或学生学习任务相关信息，可打开来源进一步查看。","围绕评估设计一个可观察、可检查的 AI 辅助学习任务。","1. 用真实问题导入；2. 教师示范提示、生成或反馈；3. 学生完成任务并记录AI对话；4. 核查事实与偏差；5. 修改作品并反思。\n【产出】学习作品、AI使用记录和简短反思。\n【评价】看任务完成度、证据质量、修改过程、AI透明度和反思深度。\n【注意】使用前请结合本校AI政策、学生年龄和资料私隐要求调整。","来源页面未提供可核实的学习成效数据；使用时应自行收集学生作品、过程记录或评价结果。","需结合学生年龄、课程目标、本校 AI 政策、资料私隐和工具可用性调整，不应把 AI 输出直接视为正确答案。","【案例】My students need real connection, not AI feedback\n【适用】中学；方向：Assessment / Feedback\n【目标】用Chatbot完成一个可检查的学习任务，并让学习者说明AI帮助和人工判断。\n【流程】1. 用真实问题导入；2. 教师示范提示、生成或反馈；3. 学生完成任务并记录AI对话；4. 核查事实与偏差；5. 修改作品并反思。\n【产出】一份教师审阅后的教案、反馈表、评价量规或分层材料。","媒体报道","媒体报道","https://www.eschoolnews.com/digital-learning/2026/06/05/my-students-need-real-connection-not-ai-feedback/","https://eschoolnews.com/digital-learning/2026/06/05/my-students-need-real-connection-not-ai-feedback","2026-06-05","2026-07-08","2026-09-11","ok","200","","58","基本可用"
"case-205","Despite concerns, Gen Z students are optimistic about AI","Despite concerns, Gen Z students are optimistic about AI","AI for Teaching & Assessment","Teacher Workflow","教师专业发展","中学","英文","美国","Generative AI","自动收录：Key points: Employers and universities benchmark Gen Z preferences against their own talent, recruitment, and engagement strategies Prepari…。原文包含 AI 教育、课堂实践、教师工作流或学生学习任务相关信息，可打开来源进一步查看。","围绕教师专业发展设计一个可观察、可检查的 AI 辅助学习任务。","1. 用真实问题导入；2. 教师示范提示、生成或反馈；3. 学生完成任务并记录AI对话；4. 核查事实与偏差；5. 修改作品并反思。\n【产出】学习作品、AI使用记录和简短反思。\n【评价】看任务完成度、证据质量、修改过程、AI透明度和反思深度。\n【注意】使用前请结合本校AI政策、学生年龄和资料私隐要求调整。","来源页面未提供可核实的学习成效数据；使用时应自行收集学生作品、过程记录或评价结果。","需结合学生年龄、课程目标、本校 AI 政策、资料私隐和工具可用性调整，不应把 AI 输出直接视为正确答案。","【案例】Despite concerns, Gen Z students are optimistic about AI\n【适用】中学；方向：Teacher Workflow\n【目标】用Generative AI完成一个可检查的学习任务，并让学习者说明AI帮助和人工判断。\n【流程】1. 用真实问题导入；2. 教师示范提示、生成或反馈；3. 学生完成任务并记录AI对话；4. 核查事实与偏差；5. 修改作品并反思。\n【产出】一份教师审阅后的教案、反馈表、评价量规或分层材料。","媒体报道","媒体报道","https://www.eschoolnews.com/innovative-teaching/2026/05/20/despite-concerns-gen-z-students-are-optimistic-about-ai/","https://eschoolnews.com/innovative-teaching/2026/05/20/despite-concerns-gen-z-students-are-optimistic-about-ai","2026-05-20","2026-07-08","2026-09-11","ok","200","","59","基本可用"
"case-206","In a new survey, AI scores high as a math learning tool","In a new survey, AI scores high as a math learning tool","AI for Teaching & Assessment","Teacher Workflow","教师专业发展","初中","英文","美国","Generative AI","自动收录：Key points: AI has a role to play in math learning if integrated thoughtfully and correctly When AI means something different in every clas…。原文包含 AI 教育、课堂实践、教师工作流或学生学习任务相关信息，可打开来源进一步查看。","围绕教师专业发展设计一个可观察、可检查的 AI 辅助学习任务。","1. 用真实问题导入；2. 教师示范提示、生成或反馈；3. 学生完成任务并记录AI对话；4. 核查事实与偏差；5. 修改作品并反思。\n【产出】学习作品、AI使用记录和简短反思。\n【评价】看任务完成度、证据质量、修改过程、AI透明度和反思深度。\n【注意】使用前请结合本校AI政策、学生年龄和资料私隐要求调整。","来源页面未提供可核实的学习成效数据；使用时应自行收集学生作品、过程记录或评价结果。","需结合学生年龄、课程目标、本校 AI 政策、资料私隐和工具可用性调整，不应把 AI 输出直接视为正确答案。","【案例】In a new survey, AI scores high as a math learning tool\n【适用】初中；方向：Teacher Workflow\n【目标】用Generative AI完成一个可检查的学习任务，并让学习者说明AI帮助和人工判断。\n【流程】1. 用真实问题导入；2. 教师示范提示、生成或反馈；3. 学生完成任务并记录AI对话；4. 核查事实与偏差；5. 修改作品并反思。\n【产出】一份教师审阅后的教案、反馈表、评价量规或分层材料。","媒体报道","媒体报道","https://www.eschoolnews.com/digital-learning/2026/05/12/in-a-new-survey-ai-scores-high-as-a-math-learning-tool/","https://eschoolnews.com/digital-learning/2026/05/12/in-a-new-survey-ai-scores-high-as-a-math-learning-tool","2026-05-12","2026-07-08","2026-09-11","ok","200","","59","基本可用"
