"id","title_cn","prompt_type","skill_domain","category","subject","education_level","audience","output_format","ai_tool_or_method","prompt_cn","use_case_cn","required_inputs","optional_inputs","output_schema","evidence_strength","evidence_sources","limitations_cn","next_steps","tested_models","verification_checklist","privacy_note","version","source_title","source_url","canonical_url","accessed_date","last_verified_date","link_status","http_status","redirect_url","quality_score","quality_label"
"prompt-058","算法效率比较活动","课堂活动","提问、讨论与课堂互动","AI+STEM","Coding / CS","高中/大学","编程教师","算法比较活动","ChatGPT/Gemini/Copilot/通义千问","你是一名有经验的教师教练。请围绕「算法效率」为[年级/课程]设计可直接用于课堂的算法比较活动。背景：学科或课程为[学科/课程]；主题为[主题]；学生已有基础为[学生基础]；课堂时间为[时间]；可用工具为[工具/设备]。请输出：导入、活动规则、学生步骤、小组安排、教师巡视问题、产出物、分享方式、形成性评价和备用方案。最后请列出需要教师人工核查或本地化的信息。","用于Coding / CS课堂中围绕「算法效率」快速生成算法比较活动，适合教师复制后替换年级、主题和学生基础再使用。","年级/课程；学科/课程；主题；学生基础；时间；工具/设备","学生已有基础；可用设备；课堂时间；本校要求","算法比较活动；包含目标、步骤、教师提示、学生产出、评价证据和调整建议。","实践框架","AI for Education Prompt Library","生成结果可能出现事实错误、课程错配或不适合本班情境的活动，教师必须核对后再使用。","先用一小组学生或一段材料试用，再根据结果补充约束并迭代 Prompt。","ChatGPT/Gemini/Copilot/通义千问","事实与引用是否可核实；是否符合学习目标与学段；任务是否要求学生主动思考；评价标准是否清楚且公平；是否已经删除个人资料；教师是否完成最终审阅","不要输入学生真实姓名、联系方式、健康资料、成绩明细或其他可识别个人资料；必要时先匿名化。","1.0","AI for Education Prompt Library","https://www.aiforeducation.io/prompt-library","https://aiforeducation.io/prompt-library","2026-07-08","2026-09-10","ok","206","","65","基本可用"
"prompt-059","网络安全情境判断题","练习与作业","练习与学习科学","AI+STEM","Coding / CS","小学高年级/初中/高中","计算机教师","情境题","ChatGPT/Gemini/Copilot/通义千问","你是一名有经验的教师教练。请围绕「网络安全」为[年级/课程]设计可直接用于课堂的情境题。背景：学科或课程为[学科/课程]；主题为[主题]；学生已有基础为[学生基础]；课堂时间为[时间]；可用工具为[工具/设备]。请输出：5-8个由易到难的任务、答案或评分要点、常见错误提醒、给快速完成学生的挑战题，以及给需要支持学生的提示。最后请列出需要教师人工核查或本地化的信息。","用于Coding / CS课堂中围绕「网络安全」快速生成情境题，适合教师复制后替换年级、主题和学生基础再使用。","年级/课程；学科/课程；主题；学生基础；时间；工具/设备","学生已有基础；可用设备；课堂时间；本校要求","情境题；包含目标、步骤、教师提示、学生产出、评价证据和调整建议。","实践框架","Google for Education Ready-to-use AI prompts for teaching","生成结果可能出现事实错误、课程错配或不适合本班情境的活动，教师必须核对后再使用。","先用一小组学生或一段材料试用，再根据结果补充约束并迭代 Prompt。","ChatGPT/Gemini/Copilot/通义千问","事实与引用是否可核实；是否符合学习目标与学段；任务是否要求学生主动思考；评价标准是否清楚且公平；是否已经删除个人资料；教师是否完成最终审阅","不要输入学生真实姓名、联系方式、健康资料、成绩明细或其他可识别个人资料；必要时先匿名化。","1.0","Google for Education Ready-to-use AI prompts for teaching","https://edu.google.com/intl/ALL_us/resources/ai-for-k-12-educators/","https://edu.google.com/intl/ALL_us/resources/ai-for-k-12-educators","2026-07-08","2026-09-10","ok","206","","64","基本可用"
"prompt-060","Git小组协作流程单","项目学习","项目式学习","AI+STEM","Coding / CS","高中/大学","编程教师/学生","协作流程单","ChatGPT/Gemini/Copilot/通义千问","你是一名有经验的教学助理。请围绕「Git协作」为[年级/课程]设计可直接用于课堂的协作流程单。背景：学科或课程为[学科/课程]；主题为[主题]；学生已有基础为[学生基础]；课堂时间为[时间]；可用工具为[工具/设备]。请输出：驱动问题、项目步骤、分工建议、过程检查点、最终作品要求、评价量规、AI可用边界和学生反思问题。最后请列出需要教师人工核查或本地化的信息。","用于Coding / CS课堂中围绕「Git协作」快速生成协作流程单，适合教师复制后替换年级、主题和学生基础再使用。","年级/课程；学科/课程；主题；学生基础；时间；工具/设备","学生已有基础；可用设备；课堂时间；本校要求","协作流程单；包含目标、步骤、教师提示、学生产出、评价证据和调整建议。","实践框架","Microsoft Learn AI for education","生成结果可能出现事实错误、课程错配或不适合本班情境的活动，教师必须核对后再使用。","先用一小组学生或一段材料试用，再根据结果补充约束并迭代 Prompt。","ChatGPT/Gemini/Copilot/通义千问","事实与引用是否可核实；是否符合学习目标与学段；任务是否要求学生主动思考；评价标准是否清楚且公平；是否已经删除个人资料；教师是否完成最终审阅","不要输入学生真实姓名、联系方式、健康资料、成绩明细或其他可识别个人资料；必要时先匿名化。","1.0","Microsoft Learn AI for education","https://learn.microsoft.com/en-us/training/educator-center/topics/ai-for-education","https://learn.microsoft.com/en-us/training/educator-center/topics/ai-for-education","2026-07-08","2026-09-11","ok","206","","65","基本可用"
"prompt-061","英文听力前中后活动包","课堂活动","提问、讨论与课堂互动","AI+Humanities","Language","小学/初中/高中","英文教师","听力活动包","ChatGPT/Gemini/Copilot/通义千问","你是一名有经验的教师教练。请围绕「英文听力」为[年级/课程]设计可直接用于课堂的听力活动包。背景：学科或课程为[学科/课程]；主题为[主题]；学生已有基础为[学生基础]；课堂时间为[时间]；可用工具为[工具/设备]。请输出：导入、活动规则、学生步骤、小组安排、教师巡视问题、产出物、分享方式、形成性评价和备用方案。最后请列出需要教师人工核查或本地化的信息。","用于Language课堂中围绕「英文听力」快速生成听力活动包，适合教师复制后替换年级、主题和学生基础再使用。","年级/课程；学科/课程；主题；学生基础；时间；工具/设备","学生已有基础；可用设备；课堂时间；本校要求","听力活动包；包含目标、步骤、教师提示、学生产出、评价证据和调整建议。","实践框架","Columbia CTL Prompt Library","生成结果可能出现事实错误、课程错配或不适合本班情境的活动，教师必须核对后再使用。","先用一小组学生或一段材料试用，再根据结果补充约束并迭代 Prompt。","ChatGPT/Gemini/Copilot/通义千问","事实与引用是否可核实；是否符合学习目标与学段；任务是否要求学生主动思考；评价标准是否清楚且公平；是否已经删除个人资料；教师是否完成最终审阅","不要输入学生真实姓名、联系方式、健康资料、成绩明细或其他可识别个人资料；必要时先匿名化。","1.0","Columbia CTL Prompt Library","https://ai.ctl.columbia.edu/explore/prompts/","https://ai.ctl.columbia.edu/explore/prompts","2026-07-08","2026-09-12","ok","200","","64","基本可用"
"prompt-062","英文辩论句架生成器","教材生成","教材与认知支架","AI+Humanities","Language","初中/高中/大学","英文教师/学生","辩论句架","ChatGPT/Gemini/Copilot/通义千问","你是一名有经验的教学助理。请围绕「英文辩论」为[年级/课程]设计可直接用于课堂的辩论句架。背景：学科或课程为[学科/课程]；主题为[主题]；学生已有基础为[学生基础]；课堂时间为[时间]；可用工具为[工具/设备]。请输出：教师说明、学生材料、例子、分步支架、练习题、参考答案或判断标准、可降低难度和提高挑战的改写版本。最后请列出需要教师人工核查或本地化的信息。","用于Language课堂中围绕「英文辩论」快速生成辩论句架，适合教师复制后替换年级、主题和学生基础再使用。","年级/课程；学科/课程；主题；学生基础；时间；工具/设备","学生已有基础；可用设备；课堂时间；本校要求","辩论句架；包含目标、步骤、教师提示、学生产出、评价证据和调整建议。","实践框架","Teaching Channel 65 AI Prompts for Lesson Planning","生成结果可能出现事实错误、课程错配或不适合本班情境的活动，教师必须核对后再使用。","再生成分层版本，并用事实核查清单检查内容。","ChatGPT/Gemini/Copilot/通义千问","事实与引用是否可核实；是否符合学习目标与学段；任务是否要求学生主动思考；评价标准是否清楚且公平；是否已经删除个人资料；教师是否完成最终审阅","不要输入学生真实姓名、联系方式、健康资料、成绩明细或其他可识别个人资料；必要时先匿名化。","1.0","Teaching Channel 65 AI Prompts for Lesson Planning","https://www.teachingchannel.com/k12-hub/blog/65-ai-prompts-for-lesson-planning/","https://teachingchannel.com/k12-hub/blog/65-ai-prompts-for-lesson-planning","2026-07-08","2026-09-12","ok","200","","63","基本可用"
"prompt-063","英文语法微课脚本","备课设计","课程设计与评价","AI+Humanities","Language","小学/初中/高中","英文教师","微课脚本","ChatGPT/Gemini/Copilot/通义千问","你是一名有经验的教师教练。请围绕「英文语法」为[年级/课程]设计可直接用于课堂的微课脚本。背景：学科或课程为[学科/课程]；主题为[主题]；学生已有基础为[学生基础]；课堂时间为[时间]；可用工具为[工具/设备]。请输出：学习目标、关键概念、教学流程、教师提问、学生活动、材料准备、风险提醒、课后延伸。要求时间分配清楚，活动可执行。最后请列出需要教师人工核查或本地化的信息。","用于Language课堂中围绕「英文语法」快速生成微课脚本，适合教师复制后替换年级、主题和学生基础再使用。","年级/课程；学科/课程；主题；学生基础；时间；工具/设备","学生已有基础；可用设备；课堂时间；本校要求","微课脚本；包含目标、步骤、教师提示、学生产出、评价证据和调整建议。","实践框架","Moreland University AI Prompts Guide","生成结果可能出现事实错误、课程错配或不适合本班情境的活动，教师必须核对后再使用。","再用评价反馈模板检查目标、活动与评价是否对齐。","ChatGPT/Gemini/Copilot/通义千问","事实与引用是否可核实；是否符合学习目标与学段；任务是否要求学生主动思考；评价标准是否清楚且公平；是否已经删除个人资料；教师是否完成最终审阅","不要输入学生真实姓名、联系方式、健康资料、成绩明细或其他可识别个人资料；必要时先匿名化。","1.0","Moreland University AI Prompts Guide","https://teach.moreland.edu/ai-prompts-guide","https://teach.moreland.edu/ai-prompts-guide","2026-07-08","2026-09-12","ok","200","","63","基本可用"
"prompt-064","英文阅读分层问题","差异化支持","包容性设计","AI+Humanities","Language","小学/初中/高中","英文教师","分层阅读题","ChatGPT/Gemini/Copilot/通义千问","你是一名有经验的教师教练。请围绕「英文阅读」为[年级/课程]设计可直接用于课堂的分层阅读题。背景：学科或课程为[学科/课程]；主题为[主题]；学生已有基础为[学生基础]；课堂时间为[时间]；可用工具为[工具/设备]。请输出：基础版、标准版、挑战版三组任务；每组保留同一学习目标，并给出教师巡视观察点和学生可用支架。最后请列出需要教师人工核查或本地化的信息。","用于Language课堂中围绕「英文阅读」快速生成分层阅读题，适合教师复制后替换年级、主题和学生基础再使用。","年级/课程；学科/课程；主题；学生基础；时间；工具/设备","学生已有基础；可用设备；课堂时间；本校要求","分层阅读题；包含目标、步骤、教师提示、学生产出、评价证据和调整建议。","实践框架","Grow with Google Generative AI for Educators","生成结果可能简化学生差异；使用前必须由教师核对难度、语言、可访问性和标签化风险。","先用一小组学生或一段材料试用，再根据结果补充约束并迭代 Prompt。","ChatGPT/Gemini/Copilot/通义千问","事实与引用是否可核实；是否符合学习目标与学段；任务是否要求学生主动思考；评价标准是否清楚且公平；是否已经删除个人资料；教师是否完成最终审阅","不要输入学生真实姓名、联系方式、健康资料、成绩明细或其他可识别个人资料；必要时先匿名化。","1.0","Grow with Google Generative AI for Educators","https://grow.google/ai-for-educators/","https://grow.google/ai-for-educators","2026-07-08","2026-09-12","ok","206","","64","基本可用"
"prompt-065","古诗词意象赏析单","课堂活动","提问、讨论与课堂互动","AI+Humanities","中文","小学高年级/初中/高中","中文教师","赏析学习单","ChatGPT/Gemini/Copilot/通义千问","你是一名有经验的教师教练。请围绕「古诗词」为[年级/课程]设计可直接用于课堂的赏析学习单。背景：学科或课程为[学科/课程]；主题为[主题]；学生已有基础为[学生基础]；课堂时间为[时间]；可用工具为[工具/设备]。请输出：导入、活动规则、学生步骤、小组安排、教师巡视问题、产出物、分享方式、形成性评价和备用方案。最后请列出需要教师人工核查或本地化的信息。","用于中文课堂中围绕「古诗词」快速生成赏析学习单，适合教师复制后替换年级、主题和学生基础再使用。","年级/课程；学科/课程；主题；学生基础；时间；工具/设备","学生已有基础；可用设备；课堂时间；本校要求","赏析学习单；包含目标、步骤、教师提示、学生产出、评价证据和调整建议。","实践框架","AI for Education Prompt Library","生成结果可能出现事实错误、课程错配或不适合本班情境的活动，教师必须核对后再使用。","先用一小组学生或一段材料试用，再根据结果补充约束并迭代 Prompt。","ChatGPT/Gemini/Copilot/通义千问","事实与引用是否可核实；是否符合学习目标与学段；任务是否要求学生主动思考；评价标准是否清楚且公平；是否已经删除个人资料；教师是否完成最终审阅","不要输入学生真实姓名、联系方式、健康资料、成绩明细或其他可识别个人资料；必要时先匿名化。","1.0","AI for Education Prompt Library","https://www.aiforeducation.io/prompt-library","https://aiforeducation.io/prompt-library","2026-07-08","2026-09-10","ok","206","","64","基本可用"
"prompt-066","中文口语讨论圈问题","课堂活动","提问、讨论与课堂互动","AI+Humanities","中文","小学/初中/高中","中文教师","讨论问题","ChatGPT/Gemini/Copilot/通义千问","你是一名有经验的教师教练。请围绕「中文口语」为[年级/课程]设计可直接用于课堂的讨论问题。背景：学科或课程为[学科/课程]；主题为[主题]；学生已有基础为[学生基础]；课堂时间为[时间]；可用工具为[工具/设备]。请输出：导入、活动规则、学生步骤、小组安排、教师巡视问题、产出物、分享方式、形成性评价和备用方案。最后请列出需要教师人工核查或本地化的信息。","用于中文课堂中围绕「中文口语」快速生成讨论问题，适合教师复制后替换年级、主题和学生基础再使用。","年级/课程；学科/课程；主题；学生基础；时间；工具/设备","学生已有基础；可用设备；课堂时间；本校要求","讨论问题；包含目标、步骤、教师提示、学生产出、评价证据和调整建议。","实践框架","Google for Education Ready-to-use AI prompts for teaching","生成结果可能出现事实错误、课程错配或不适合本班情境的活动，教师必须核对后再使用。","先用一小组学生或一段材料试用，再根据结果补充约束并迭代 Prompt。","ChatGPT/Gemini/Copilot/通义千问","事实与引用是否可核实；是否符合学习目标与学段；任务是否要求学生主动思考；评价标准是否清楚且公平；是否已经删除个人资料；教师是否完成最终审阅","不要输入学生真实姓名、联系方式、健康资料、成绩明细或其他可识别个人资料；必要时先匿名化。","1.0","Google for Education Ready-to-use AI prompts for teaching","https://edu.google.com/intl/ALL_us/resources/ai-for-k-12-educators/","https://edu.google.com/intl/ALL_us/resources/ai-for-k-12-educators","2026-07-08","2026-09-10","ok","206","","63","基本可用"
"prompt-067","双语关键词学习卡","教材生成","教材与认知支架","AI+Humanities","Language","小学/初中/高中","双语教师","双语词汇卡","ChatGPT/Gemini/Copilot/通义千问","你是一名有经验的教师教练。请围绕「双语词汇」为[年级/课程]设计可直接用于课堂的双语词汇卡。背景：学科或课程为[学科/课程]；主题为[主题]；学生已有基础为[学生基础]；课堂时间为[时间]；可用工具为[工具/设备]。请输出：教师说明、学生材料、例子、分步支架、练习题、参考答案或判断标准、可降低难度和提高挑战的改写版本。最后请列出需要教师人工核查或本地化的信息。","用于Language课堂中围绕「双语词汇」快速生成双语词汇卡，适合教师复制后替换年级、主题和学生基础再使用。","年级/课程；学科/课程；主题；学生基础；时间；工具/设备","学生已有基础；可用设备；课堂时间；本校要求","双语词汇卡；包含目标、步骤、教师提示、学生产出、评价证据和调整建议。","实践框架","Microsoft Learn AI for education","生成结果可能出现事实错误、课程错配或不适合本班情境的活动，教师必须核对后再使用。","再生成分层版本，并用事实核查清单检查内容。","ChatGPT/Gemini/Copilot/通义千问","事实与引用是否可核实；是否符合学习目标与学段；任务是否要求学生主动思考；评价标准是否清楚且公平；是否已经删除个人资料；教师是否完成最终审阅","不要输入学生真实姓名、联系方式、健康资料、成绩明细或其他可识别个人资料；必要时先匿名化。","1.0","Microsoft Learn AI for education","https://learn.microsoft.com/en-us/training/educator-center/topics/ai-for-education","https://learn.microsoft.com/en-us/training/educator-center/topics/ai-for-education","2026-07-08","2026-09-11","ok","206","","63","基本可用"
"prompt-068","新闻摘要与观点区分","课堂活动","提问、讨论与课堂互动","AI+Humanities","Language","初中/高中/大学","语言/通识教师","新闻阅读单","ChatGPT/Gemini/Copilot/通义千问","你是一名有经验的教师教练。请围绕「新闻阅读」为[年级/课程]设计可直接用于课堂的新闻阅读单。背景：学科或课程为[学科/课程]；主题为[主题]；学生已有基础为[学生基础]；课堂时间为[时间]；可用工具为[工具/设备]。请输出：导入、活动规则、学生步骤、小组安排、教师巡视问题、产出物、分享方式、形成性评价和备用方案。最后请列出需要教师人工核查或本地化的信息。","用于Language课堂中围绕「新闻阅读」快速生成新闻阅读单，适合教师复制后替换年级、主题和学生基础再使用。","年级/课程；学科/课程；主题；学生基础；时间；工具/设备","学生已有基础；可用设备；课堂时间；本校要求","新闻阅读单；包含目标、步骤、教师提示、学生产出、评价证据和调整建议。","实践框架","Columbia CTL Prompt Library","生成结果可能出现事实错误、课程错配或不适合本班情境的活动，教师必须核对后再使用。","先用一小组学生或一段材料试用，再根据结果补充约束并迭代 Prompt。","ChatGPT/Gemini/Copilot/通义千问","事实与引用是否可核实；是否符合学习目标与学段；任务是否要求学生主动思考；评价标准是否清楚且公平；是否已经删除个人资料；教师是否完成最终审阅","不要输入学生真实姓名、联系方式、健康资料、成绩明细或其他可识别个人资料；必要时先匿名化。","1.0","Columbia CTL Prompt Library","https://ai.ctl.columbia.edu/explore/prompts/","https://ai.ctl.columbia.edu/explore/prompts","2026-07-08","2026-09-12","ok","200","","64","基本可用"
"prompt-069","朗读反馈观察表","评价反馈","评价与反馈","AI+Humanities","Language","小学/初中","语言教师","朗读反馈表","ChatGPT/Gemini/Copilot/通义千问","你是一名有经验的教师教练。请围绕「朗读表达」为[年级/课程]设计可直接用于课堂的朗读反馈表。背景：学科或课程为[学科/课程]；主题为[主题]；学生已有基础为[学生基础]；课堂时间为[时间]；可用工具为[工具/设备]。请输出：评价维度、观察证据、反馈句式、学生自评问题、下一步改进建议。反馈要具体、鼓励，不要替学生完成作品。最后请列出需要教师人工核查或本地化的信息。","用于Language课堂中围绕「朗读表达」快速生成朗读反馈表，适合教师复制后替换年级、主题和学生基础再使用。","年级/课程；学科/课程；主题；学生基础；时间；工具/设备","学生已有基础；可用设备；课堂时间；本校要求","朗读反馈表；包含目标、步骤、教师提示、学生产出、评价证据和调整建议。","实践框架","Teaching Channel 65 AI Prompts for Lesson Planning","AI 反馈只能作为教师判断的辅助，不能代替教师核对课程目标、学生实际表现和评价公平性。","抽样核对 AI 建议，再根据学生后续表现调整反馈。","ChatGPT/Gemini/Copilot/通义千问","事实与引用是否可核实；是否符合学习目标与学段；任务是否要求学生主动思考；评价标准是否清楚且公平；是否已经删除个人资料；教师是否保留最终评价责任","不要输入学生真实姓名、联系方式、健康资料、成绩明细或其他可识别个人资料；必要时先匿名化。","1.0","Teaching Channel 65 AI Prompts for Lesson Planning","https://www.teachingchannel.com/k12-hub/blog/65-ai-prompts-for-lesson-planning/","https://teachingchannel.com/k12-hub/blog/65-ai-prompts-for-lesson-planning","2026-07-08","2026-09-12","ok","200","","64","基本可用"
"prompt-070","语言学习自评清单","评价反馈","评价与反馈","AI+Humanities","Language","小学/初中/高中/大学","语言教师/学生","自评清单","ChatGPT/Gemini/Copilot/通义千问","你是一名有经验的教学助理。请围绕「语言学习策略」为[年级/课程]设计可直接用于课堂的自评清单。背景：学科或课程为[学科/课程]；主题为[主题]；学生已有基础为[学生基础]；课堂时间为[时间]；可用工具为[工具/设备]。请输出：评价维度、观察证据、反馈句式、学生自评问题、下一步改进建议。反馈要具体、鼓励，不要替学生完成作品。最后请列出需要教师人工核查或本地化的信息。","用于Language课堂中围绕「语言学习策略」快速生成自评清单，适合教师复制后替换年级、主题和学生基础再使用。","年级/课程；学科/课程；主题；学生基础；时间；工具/设备","学生已有基础；可用设备；课堂时间；本校要求","自评清单；包含目标、步骤、教师提示、学生产出、评价证据和调整建议。","实践框架","Moreland University AI Prompts Guide","AI 反馈只能作为教师判断的辅助，不能代替教师核对课程目标、学生实际表现和评价公平性。","抽样核对 AI 建议，再根据学生后续表现调整反馈。","ChatGPT/Gemini/Copilot/通义千问","事实与引用是否可核实；是否符合学习目标与学段；任务是否要求学生主动思考；评价标准是否清楚且公平；是否已经删除个人资料；教师是否保留最终评价责任","不要输入学生真实姓名、联系方式、健康资料、成绩明细或其他可识别个人资料；必要时先匿名化。","1.0","Moreland University AI Prompts Guide","https://teach.moreland.edu/ai-prompts-guide","https://teach.moreland.edu/ai-prompts-guide","2026-07-08","2026-09-12","ok","200","","64","基本可用"
"prompt-071","地理地图分析任务单","课堂活动","提问、讨论与课堂互动","AI+Humanities","地理/人文","初中/高中","地理教师","地图分析单","ChatGPT/Gemini/Copilot/通义千问","你是一名有经验的教师教练。请围绕「地图阅读」为[年级/课程]设计可直接用于课堂的地图分析单。背景：学科或课程为[学科/课程]；主题为[主题]；学生已有基础为[学生基础]；课堂时间为[时间]；可用工具为[工具/设备]。请输出：导入、活动规则、学生步骤、小组安排、教师巡视问题、产出物、分享方式、形成性评价和备用方案。最后请列出需要教师人工核查或本地化的信息。","用于地理/人文课堂中围绕「地图阅读」快速生成地图分析单，适合教师复制后替换年级、主题和学生基础再使用。","年级/课程；学科/课程；主题；学生基础；时间；工具/设备","学生已有基础；可用设备；课堂时间；本校要求","地图分析单；包含目标、步骤、教师提示、学生产出、评价证据和调整建议。","实践框架","Grow with Google Generative AI for Educators","生成结果可能出现事实错误、课程错配或不适合本班情境的活动，教师必须核对后再使用。","先用一小组学生或一段材料试用，再根据结果补充约束并迭代 Prompt。","ChatGPT/Gemini/Copilot/通义千问","事实与引用是否可核实；是否符合学习目标与学段；任务是否要求学生主动思考；评价标准是否清楚且公平；是否已经删除个人资料；教师是否完成最终审阅","不要输入学生真实姓名、联系方式、健康资料、成绩明细或其他可识别个人资料；必要时先匿名化。","1.0","Grow with Google Generative AI for Educators","https://grow.google/ai-for-educators/","https://grow.google/ai-for-educators","2026-07-08","2026-09-12","ok","206","","64","基本可用"
"prompt-072","历史时间线建构活动","课堂活动","提问、讨论与课堂互动","AI+Humanities","历史/人文","小学高年级/初中/高中","历史教师","时间线活动","ChatGPT/Gemini/Copilot/通义千问","你是一名有经验的教师教练。请围绕「历史时间线」为[年级/课程]设计可直接用于课堂的时间线活动。背景：学科或课程为[学科/课程]；主题为[主题]；学生已有基础为[学生基础]；课堂时间为[时间]；可用工具为[工具/设备]。请输出：导入、活动规则、学生步骤、小组安排、教师巡视问题、产出物、分享方式、形成性评价和备用方案。最后请列出需要教师人工核查或本地化的信息。","用于历史/人文课堂中围绕「历史时间线」快速生成时间线活动，适合教师复制后替换年级、主题和学生基础再使用。","年级/课程；学科/课程；主题；学生基础；时间；工具/设备","学生已有基础；可用设备；课堂时间；本校要求","时间线活动；包含目标、步骤、教师提示、学生产出、评价证据和调整建议。","实践框架","AI for Education Prompt Library","生成结果可能出现事实错误、课程错配或不适合本班情境的活动，教师必须核对后再使用。","先用一小组学生或一段材料试用，再根据结果补充约束并迭代 Prompt。","ChatGPT/Gemini/Copilot/通义千问","事实与引用是否可核实；是否符合学习目标与学段；任务是否要求学生主动思考；评价标准是否清楚且公平；是否已经删除个人资料；教师是否完成最终审阅","不要输入学生真实姓名、联系方式、健康资料、成绩明细或其他可识别个人资料；必要时先匿名化。","1.0","AI for Education Prompt Library","https://www.aiforeducation.io/prompt-library","https://aiforeducation.io/prompt-library","2026-07-08","2026-09-10","ok","206","","64","基本可用"
"prompt-073","文学人物访谈脚本","项目学习","项目式学习","AI+Humanities","文学/人文","初中/高中/大学","文学教师","角色访谈脚本","ChatGPT/Gemini/Copilot/通义千问","你是一名有经验的教师教练。请围绕「文学人物」为[年级/课程]设计可直接用于课堂的角色访谈脚本。背景：学科或课程为[学科/课程]；主题为[主题]；学生已有基础为[学生基础]；课堂时间为[时间]；可用工具为[工具/设备]。请输出：驱动问题、项目步骤、分工建议、过程检查点、最终作品要求、评价量规、AI可用边界和学生反思问题。最后请列出需要教师人工核查或本地化的信息。","用于文学/人文课堂中围绕「文学人物」快速生成角色访谈脚本，适合教师复制后替换年级、主题和学生基础再使用。","年级/课程；学科/课程；主题；学生基础；时间；工具/设备","学生已有基础；可用设备；课堂时间；本校要求","角色访谈脚本；包含目标、步骤、教师提示、学生产出、评价证据和调整建议。","实践框架","Google for Education Ready-to-use AI prompts for teaching","生成结果可能出现事实错误、课程错配或不适合本班情境的活动，教师必须核对后再使用。","先用一小组学生或一段材料试用，再根据结果补充约束并迭代 Prompt。","ChatGPT/Gemini/Copilot/通义千问","事实与引用是否可核实；是否符合学习目标与学段；任务是否要求学生主动思考；评价标准是否清楚且公平；是否已经删除个人资料；教师是否完成最终审阅","不要输入学生真实姓名、联系方式、健康资料、成绩明细或其他可识别个人资料；必要时先匿名化。","1.0","Google for Education Ready-to-use AI prompts for teaching","https://edu.google.com/intl/ALL_us/resources/ai-for-k-12-educators/","https://edu.google.com/intl/ALL_us/resources/ai-for-k-12-educators","2026-07-08","2026-09-10","ok","206","","64","基本可用"
"prompt-074","公民议题圆桌讨论","课堂活动","提问、讨论与课堂互动","AI+Humanities","公民教育","初中/高中","公民/通识教师","圆桌讨论流程","ChatGPT/Gemini/Copilot/通义千问","你是一名有经验的教师教练。请围绕「公民议题」为[年级/课程]设计可直接用于课堂的圆桌讨论流程。背景：学科或课程为[学科/课程]；主题为[主题]；学生已有基础为[学生基础]；课堂时间为[时间]；可用工具为[工具/设备]。请输出：导入、活动规则、学生步骤、小组安排、教师巡视问题、产出物、分享方式、形成性评价和备用方案。最后请列出需要教师人工核查或本地化的信息。","用于公民教育课堂中围绕「公民议题」快速生成圆桌讨论流程，适合教师复制后替换年级、主题和学生基础再使用。","年级/课程；学科/课程；主题；学生基础；时间；工具/设备","学生已有基础；可用设备；课堂时间；本校要求","圆桌讨论流程；包含目标、步骤、教师提示、学生产出、评价证据和调整建议。","实践框架","Microsoft Learn AI for education","生成结果可能出现事实错误、课程错配或不适合本班情境的活动，教师必须核对后再使用。","先用一小组学生或一段材料试用，再根据结果补充约束并迭代 Prompt。","ChatGPT/Gemini/Copilot/通义千问","事实与引用是否可核实；是否符合学习目标与学段；任务是否要求学生主动思考；评价标准是否清楚且公平；是否已经删除个人资料；教师是否完成最终审阅","不要输入学生真实姓名、联系方式、健康资料、成绩明细或其他可识别个人资料；必要时先匿名化。","1.0","Microsoft Learn AI for education","https://learn.microsoft.com/en-us/training/educator-center/topics/ai-for-education","https://learn.microsoft.com/en-us/training/educator-center/topics/ai-for-education","2026-07-08","2026-09-11","ok","206","","64","基本可用"
"prompt-075","伦理两难问题讨论单","课堂活动","提问、讨论与课堂互动","AI+Humanities","伦理/哲学","高中/大学","人文教师","伦理讨论单","ChatGPT/Gemini/Copilot/通义千问","你是一名有经验的教师教练。请围绕「伦理判断」为[年级/课程]设计可直接用于课堂的伦理讨论单。背景：学科或课程为[学科/课程]；主题为[主题]；学生已有基础为[学生基础]；课堂时间为[时间]；可用工具为[工具/设备]。请输出：导入、活动规则、学生步骤、小组安排、教师巡视问题、产出物、分享方式、形成性评价和备用方案。最后请列出需要教师人工核查或本地化的信息。","用于伦理/哲学课堂中围绕「伦理判断」快速生成伦理讨论单，适合教师复制后替换年级、主题和学生基础再使用。","年级/课程；学科/课程；主题；学生基础；时间；工具/设备","学生已有基础；可用设备；课堂时间；本校要求","伦理讨论单；包含目标、步骤、教师提示、学生产出、评价证据和调整建议。","实践框架","Columbia CTL Prompt Library","生成结果可能出现事实错误、课程错配或不适合本班情境的活动，教师必须核对后再使用。","先用一小组学生或一段材料试用，再根据结果补充约束并迭代 Prompt。","ChatGPT/Gemini/Copilot/通义千问","事实与引用是否可核实；是否符合学习目标与学段；任务是否要求学生主动思考；评价标准是否清楚且公平；是否已经删除个人资料；教师是否完成最终审阅","不要输入学生真实姓名、联系方式、健康资料、成绩明细或其他可识别个人资料；必要时先匿名化。","1.0","Columbia CTL Prompt Library","https://ai.ctl.columbia.edu/explore/prompts/","https://ai.ctl.columbia.edu/explore/prompts","2026-07-08","2026-09-12","ok","200","","63","基本可用"
